Invoice ID,Customer type,Gender,Country,City,State,Postal Code,Product line,Quantity,Tax 5%,Sales,Ship Mode,Date,Payment_Type,CRating
394-43-4238,Member,Male,United States,Franklin,Tennessee,37064,Home and lifestyle,5,4.4425,93.2925,Standard Class,02/08/2019,Credit card,5.40
749-24-1565,Normal,Female,United States,Whittier,California,90604,Health and beauty,9,10.3635,217.6335,Standard Class,03/08/2019,Ewallet,7.90
672-51-8681,Member,Female,United States,Saginaw,Michigan,48601,Electronic accessories,9,29.9925,629.8425,Standard Class,04/08/2019,Credit card,9.70
263-87-5680,Member,Female,United States,Saginaw,Michigan,48601,Home and lifestyle,10,14.265,299.565,Standard Class,05/08/2019,Ewallet,7.80
573-58-9734,Normal,Female,United States,Saginaw,Michigan,48601,Fashion accessories,3,4.5555,95.6655,Standard Class,06/08/2019,Ewallet,5.10
817-69-8206,Normal,Female,United States,Saginaw,Michigan,48601,Electronic accessories,9,44.8785,942.4485,Standard Class,07/08/2019,Credit card,6.50
888-02-0338,Normal,,United States,Saginaw,Michigan,48601,Electronic accessories,9,11.8035,247.8735,Standard Class,08/08/2019,Ewallet,
677-11-0152,Normal,,United States,Dallas,Texas,75220,Food and beverages,9,41.967,881.307,Second Class,09/08/2019,Cash,8.80
142-63-6033,Normal,,United States,Medina,Ohio,44256,Home and lifestyle,5,23.09,484.89,Standard Class,10/08/2019,Ewallet,4.90
656-16-1063,Normal,,United States,Medina,Ohio,44256,Sports and travel,3,6.963,146.223,Standard Class,11/08/2019,Credit card,4.40
891-58-8335,Member,,United States,Medina,Ohio,44256,Sports and travel,7,10.3635,217.6335,Standard Class,12/08/2019,Cash,6.50
802-43-8934,Normal,,United States,Medina,Ohio,44256,Home and lifestyle,1,0.914,19.194,Standard Class,13/08/2019,Credit card,8.30
560-30-5617,Normal,Female,United States,Medina,Ohio,44256,Sports and travel,5,6.1925,130.0425,Standard Class,14/08/2019,Cash,8.50
319-74-2561,Member,Female,United States,Los Angeles,California,90032,Electronic accessories,3,14.196,298.116,Standard Class,15/08/2019,Cash,5.50
549-03-9315,Normal,Male,United States,Los Angeles,California,90032,Fashion accessories,8,37.948,796.908,Standard Class,16/08/2019,Ewallet,8.70
790-29-1172,Normal,Female,United States,Dublin,Ohio,43017,Food and beverages,3,8.601,180.621,First Class,17/08/2019,Credit card,7.90
239-36-3640,Normal,Male,United States,Dublin,Ohio,43017,Electronic accessories,6,13.605,285.705,First Class,18/08/2019,Ewallet,6.10
468-01-2051,Normal,Male,United States,Dublin,Ohio,43017,Food and beverages,7,21.728,456.288,First Class,19/08/2019,Ewallet,5.40
389-25-3394,Normal,Male,United States,Dublin,Ohio,43017,Electronic accessories,5,2.9525,62.0025,First Class,20/08/2019,Cash,9.40
279-62-1445,Member,Female,United States,Dublin,Ohio,43017,Fashion accessories,1,0.627,13.167,First Class,21/08/2019,Cash,8.20
213-72-6612,Normal,Male,United States,Dublin,Ohio,43017,Food and beverages,2,4.325,90.825,First Class,22/08/2019,Cash,6.20
746-68-6593,Member,Female,United States,Detroit,Michigan,48227,Sports and travel,2,8.716,183.036,Standard Class,23/08/2019,Credit card,9.70
836-82-5858,Member,Male,United States,Detroit,Michigan,48227,Health and beauty,9,31.2165,655.5465,Standard Class,24/08/2019,Ewallet,4.00
583-72-1480,Member,Male,United States,Detroit,Michigan,48227,Electronic accessories,4,7.412,155.652,Standard Class,25/08/2019,Ewallet,9.70
466-61-5506,Member,Female,United States,Columbia,Tennessee,38401,Electronic accessories,6,27.21,571.41,Standard Class,26/08/2019,Cash,5.30
721-86-6247,Normal,Female,United States,Columbia,Tennessee,38401,Home and lifestyle,8,25.368,532.728,Standard Class,27/08/2019,Ewallet,7.40
289-65-5721,Normal,Female,United States,Charlotte,North Carolina,28205,Fashion accessories,2,8.137,170.877,Standard Class,28/08/2019,Cash,6.50
545-46-3100,Member,Female,United States,Tampa,Florida,33614,Electronic accessories,3,1.5885,33.3585,Standard Class,29/08/2019,Credit card,8.70
418-02-5978,Normal,Female,United States,Tampa,Florida,33614,Health and beauty,9,37.8405,794.6505,Standard Class,30/08/2019,Cash,
269-04-5750,Member,Male,United States,Tampa,Florida,33614,Fashion accessories,4,14.764,310.044,Standard Class,31/08/2019,Cash,6.70
157-13-5295,Member,Male,United States,Tampa,Florida,33614,Health and beauty,10,25.97,545.37,Standard Class,01/09/2019,Ewallet,6.50
645-78-8093,Normal,Female,United States,Tampa,Florida,33614,Sports and travel,2,9.314,195.594,Standard Class,02/09/2019,Ewallet,4.10
211-30-9270,Normal,Male,United States,Santa Clara,California,95051,Health and beauty,5,4.3525,91.4025,Standard Class,03/09/2019,Credit card,4.90
755-12-3214,Member,Female,United States,Chicago,Illinois,60610,Fashion accessories,5,11.055,232.155,Second Class,04/09/2019,Credit card,8.60
346-84-3103,Member,Female,United States,Chicago,Illinois,60610,Electronic accessories,5,3.305,69.405,Second Class,05/09/2019,Cash,4.30
478-06-7835,Normal,Male,United States,Chicago,Illinois,60610,Fashion accessories,1,4.4845,94.1745,Second Class,06/09/2019,Ewallet,4.90
540-11-4336,Normal,Male,United States,Chicago,Illinois,60610,Food and beverages,9,11.223,235.683,Second Class,07/09/2019,Credit card,5.60
448-81-5016,Normal,Male,United States,Chicago,Illinois,60610,Health and beauty,2,5.977,125.517,Second Class,08/09/2019,Credit card,5.80
142-72-4741,Member,Male,United States,Chicago,Illinois,60610,Fashion accessories,2,9.32,195.72,Second Class,09/09/2019,Credit card,6.00
217-58-1179,Member,Male,United States,Chicago,Illinois,60610,Home and lifestyle,4,12.53,263.13,Second Class,10/09/2019,Cash,4.20
376-02-8238,Normal,Male,United States,Lakeville,Minnesota,55044,Home and lifestyle,8,37.548,788.508,Second Class,11/09/2019,Credit card,8.30
530-90-9855,Member,Male,United States,Lakeville,Minnesota,55044,Home and lifestyle,8,19.036,399.756,Second Class,12/09/2019,Cash,5.70
866-05-7563,Member,Female,United States,Lakeville,Minnesota,55044,Electronic accessories,3,12.21,256.41,Second Class,13/09/2019,Cash,4.80
604-70-6476,Member,Male,United States,Lakeville,Minnesota,55044,Fashion accessories,5,4.485,94.185,Second Class,14/09/2019,Ewallet,6.80
799-71-1548,Member,Male,United States,Lakeville,Minnesota,55044,Electronic accessories,4,15.544,326.424,Second Class,15/09/2019,Credit card,8.80
785-13-7708,Normal,Male,United States,San Francisco,California,94109,Food and beverages,7,25.571,536.991,Second Class,16/09/2019,Credit card,4.20
845-51-0542,Member,Male,United States,San Diego,California,92037,Food and beverages,9,20.9475,439.8975,Standard Class,17/09/2019,Ewallet,6.40
662-47-5456,Member,Male,United States,San Diego,California,92037,Fashion accessories,10,17.595,369.495,Standard Class,18/09/2019,Credit card,8.40
883-17-4236,Normal,Female,United States,New York City,New York,10024,Sports and travel,2,1.439,30.219,First Class,19/09/2019,Credit card,7.20
290-68-2984,Normal,Male,United States,New York City,New York,10024,Home and lifestyle,4,4.75,99.75,First Class,20/09/2019,Cash,5.20
704-11-6354,Member,Male,United States,Chicago,Illinois,60623,Home and lifestyle,8,23.56,494.76,Standard Class,21/09/2019,Cash,
110-48-7033,Member,Male,United States,Chicago,Illinois,60623,Fashion accessories,4,6.524,137.004,Standard Class,22/09/2019,Cash,9.00
366-93-0948,Member,Male,United States,Chicago,Illinois,60623,Electronic accessories,1,3.3175,69.6675,Standard Class,23/09/2019,Credit card,9.70
729-09-9681,Member,Male,United States,Chicago,Illinois,60623,Home and lifestyle,6,7.773,163.233,Standard Class,24/09/2019,Ewallet,8.70
151-16-1484,Member,Male,United States,New York City,New York,10009,Electronic accessories,4,6.45,135.45,Second Class,25/09/2019,Ewallet,6.50
380-94-4661,Member,Male,United States,New York City,New York,10009,Electronic accessories,4,13.188,276.948,Second Class,26/09/2019,Credit card,6.90
850-41-9669,Normal,Female,United States,New York City,New York,10009,Electronic accessories,9,33.777,709.317,Second Class,27/09/2019,Ewallet,6.20
821-07-3596,Normal,Female,United States,Pasadena,Texas,77506,Fashion accessories,4,3.29,69.09,Standard Class,28/09/2019,Ewallet,5.60
655-85-5130,Member,Female,United States,Houston,Texas,77036,Fashion accessories,4,7.66,160.86,Second Class,29/09/2019,Cash,5.70
447-15-7839,Member,Female,United States,Houston,Texas,77036,Sports and travel,10,11.12,233.52,Second Class,30/09/2019,Cash,4.20
154-74-7179,Normal,Male,United States,Chicago,Illinois,60610,Sports and travel,1,2.7225,57.1725,Standard Class,01/10/2019,Ewallet,7.90
253-12-6086,Member,Female,United States,Brentwood,California,94513,Sports and travel,7,34.44,723.24,Standard Class,02/10/2019,Credit card,8.70
808-65-0703,Normal,Male,United States,Chapel Hill,North Carolina,27514,Home and lifestyle,4,7.094,148.974,Standard Class,03/10/2019,Credit card,6.90
571-94-0759,Member,Female,United States,Morristown,New Jersey,7960,Food and beverages,10,37.3,783.3,Standard Class,04/10/2019,Cash,9.50
144-51-6085,Member,Male,United States,Cincinnati,Ohio,45231,Home and lifestyle,4,14.148,297.108,Standard Class,05/10/2019,Credit card,4.40
731-14-2199,Member,Female,United States,Cincinnati,Ohio,45231,Home and lifestyle,10,17.77,373.17,Standard Class,06/10/2019,Ewallet,7.00
783-09-1637,Normal,Female,United States,San Francisco,California,94110,Sports and travel,5,16.8575,354.0075,Second Class,07/10/2019,Ewallet,6.30
687-15-1097,Member,Female,United States,San Francisco,California,94109,Health and beauty,2,2.112,44.352,First Class,08/10/2019,Cash,9.70
126-54-1082,Member,Female,United States,San Francisco,California,94109,Home and lifestyle,9,9.693,203.553,First Class,09/10/2019,Credit card,8.80
633-91-1052,Normal,Female,United States,San Francisco,California,94109,Home and lifestyle,2,1.203,25.263,First Class,10/10/2019,Cash,5.10
477-24-6490,Normal,Female,United States,Inglewood,California,90301,Health and beauty,6,29.913,628.173,First Class,11/10/2019,Ewallet,7.90
566-19-5475,Normal,Male,United States,Inglewood,California,90301,Fashion accessories,7,16.7895,352.5795,First Class,12/10/2019,Cash,6.20
526-86-8552,Member,Female,United States,Philadelphia,Pennsylvania,19140,Home and lifestyle,10,10.91,229.11,Standard Class,13/10/2019,Cash,
376-56-3573,Normal,Female,United States,Philadelphia,Pennsylvania,19140,Fashion accessories,4,19.084,400.764,Standard Class,14/10/2019,Ewallet,6.40
537-72-0426,Member,Male,United States,Philadelphia,Pennsylvania,19140,Fashion accessories,10,35.495,745.395,Standard Class,15/10/2019,Cash,5.70
828-61-5674,Member,Male,United States,Philadelphia,Pennsylvania,19140,Sports and travel,10,22.01,462.21,Standard Class,16/10/2019,Credit card,9.60
136-08-6195,Normal,Female,United States,Houston,Texas,77070,Home and lifestyle,8,27.984,587.664,Second Class,17/10/2019,Credit card,6.40
523-38-0215,Normal,Male,United States,Houston,Texas,77070,Home and lifestyle,1,1.85,38.85,Second Class,18/10/2019,Credit card,7.90
490-29-1201,Normal,Female,United States,Los Angeles,California,90004,Sports and travel,1,0.767,16.107,Standard Class,19/10/2019,Cash,6.50
667-92-0055,Member,Male,United States,Portland,Oregon,97206,Health and beauty,6,29.949,628.929,Standard Class,20/10/2019,Ewallet,8.50
565-17-3836,Member,Female,United States,Portland,Oregon,97206,Health and beauty,4,9.534,200.214,Standard Class,21/10/2019,Cash,9.10
498-41-1961,Normal,Male,United States,Portland,Oregon,97206,Health and beauty,5,16.67,350.07,Standard Class,22/10/2019,Cash,7.60
593-95-4461,Member,Male,United States,Tamarac,Florida,33319,Home and lifestyle,1,3.743,78.603,Second Class,23/10/2019,Cash,6.90
226-71-3580,Normal,Female,United States,Tamarac,Florida,33319,Sports and travel,9,10.6875,224.4375,Second Class,24/10/2019,Cash,9.50
283-79-9594,Normal,Female,United States,Tamarac,Florida,33319,Food and beverages,7,16.9785,356.5485,Second Class,25/10/2019,Credit card,5.20
430-60-3493,Member,Female,United States,Columbus,Ohio,43229,Home and lifestyle,7,33.208,697.368,Second Class,26/10/2019,Cash,4.20
139-20-0155,Member,Male,United States,Columbus,Ohio,43229,Electronic accessories,10,20.15,423.15,Second Class,27/10/2019,Credit card,7.00
558-80-4082,Normal,Male,United States,Columbus,Ohio,43229,Electronic accessories,7,9.7475,204.6975,Second Class,28/10/2019,Ewallet,6.00
278-97-7759,Member,Female,United States,Columbus,Ohio,43229,Electronic accessories,1,3.124,65.604,Second Class,29/10/2019,Cash,4.70
316-68-6352,Member,Female,United States,Colorado Springs,Colorado,80906,Food and beverages,2,3.636,76.356,First Class,30/10/2019,Cash,7.10
585-03-5943,Normal,Male,United States,Colorado Springs,Colorado,80906,Health and beauty,10,9.055,190.155,First Class,31/10/2019,Ewallet,5.90
211-05-0490,Member,Female,United States,Colorado Springs,Colorado,80906,Electronic accessories,5,12.98,272.58,First Class,01/11/2019,Cash,7.50
727-75-6477,Normal,Male,United States,Colorado Springs,Colorado,80906,Electronic accessories,4,5.768,121.128,First Class,02/11/2019,Cash,6.40
744-02-5987,Member,Male,United States,Colorado Springs,Colorado,80906,Home and lifestyle,6,23.514,493.794,First Class,03/11/2019,Ewallet,5.80
307-83-9164,Member,Male,United States,Belleville,New Jersey,7109,Home and lifestyle,4,12.002,252.042,Standard Class,04/11/2019,Cash,
779-06-0012,Member,Female,United States,Belleville,New Jersey,7109,Home and lifestyle,1,4.4305,93.0405,Standard Class,05/11/2019,Cash,7.70
446-47-6729,Normal,Male,United States,Belleville,New Jersey,7109,Fashion accessories,2,9.982,209.622,Standard Class,06/11/2019,Credit card,6.70
573-10-3877,Member,Male,United States,Belleville,New Jersey,7109,Health and beauty,1,1.9505,40.9605,Standard Class,07/11/2019,Credit card,4.70
735-06-4124,Normal,Male,United States,Belleville,New Jersey,7109,Food and beverages,1,2.4305,51.0405,Standard Class,08/11/2019,Cash,4.40
439-54-7422,Normal,Female,United States,Chicago,Illinois,60623,Electronic accessories,4,10.238,214.998,Standard Class,09/11/2019,Credit card,4.70
396-90-2219,Normal,Female,United States,New York City,New York,10024,Electronic accessories,8,5.984,125.664,Second Class,10/11/2019,Cash,8.60
411-77-0180,Member,Male,United States,Taylor,Michigan,48180,Electronic accessories,7,25.27,530.67,Standard Class,11/11/2019,Ewallet,4.30
286-01-5402,Normal,Female,United States,Lakewood,New Jersey,8701,Sports and travel,7,14.0805,295.6905,Standard Class,12/11/2019,Cash,9.60
803-17-8013,Member,Female,United States,Lakewood,New Jersey,8701,Home and lifestyle,8,35.516,745.836,Standard Class,13/11/2019,Cash,4.10
512-98-1403,Member,Female,United States,Arlington,Virginia,22204,Electronic accessories,3,3.972,83.412,First Class,14/11/2019,Ewallet,4.70
848-42-2560,Normal,Female,United States,Arvada,Colorado,80004,Fashion accessories,2,8.191,172.011,Second Class,15/11/2019,Cash,7.80
532-59-7201,Member,Male,United States,Arvada,Colorado,80004,Sports and travel,6,23.979,503.559,Second Class,16/11/2019,Cash,5.50
181-94-6432,Member,Male,United States,Arvada,Colorado,80004,Fashion accessories,2,6.933,145.593,Second Class,17/11/2019,Ewallet,9.70
870-76-1733,Member,Female,United States,Arvada,Colorado,80004,Food and beverages,5,3.5575,74.7075,Second Class,18/11/2019,Credit card,4.40
423-64-4619,Member,Female,United States,Hackensack,New Jersey,7601,Health and beauty,9,6.9975,146.9475,Standard Class,19/11/2019,Cash,5.00
227-07-4446,Member,Female,United States,Saint Petersburg,Florida,33710,Electronic accessories,10,39.065,820.365,Standard Class,20/11/2019,Cash,4.40
174-36-3675,Member,Male,United States,Saint Petersburg,Florida,33710,Food and beverages,2,9.937,208.677,Standard Class,21/11/2019,Cash,5.20
428-83-5800,Member,Female,United States,Philadelphia,Pennsylvania,19143,Food and beverages,3,3.162,66.402,First Class,22/11/2019,Cash,7.30
603-07-0961,Member,Male,United States,New York City,New York,10024,Electronic accessories,5,18.6975,392.6475,Standard Class,23/11/2019,Cash,4.90
704-20-4138,Member,Female,United States,New York City,New York,10024,Health and beauty,7,10.3845,218.0745,Standard Class,24/11/2019,Credit card,8.10
787-15-1757,Member,Male,United States,New York City,New York,10024,Health and beauty,4,8.814,185.094,Standard Class,25/11/2019,Ewallet,8.40
649-11-3678,Normal,Female,United States,New York City,New York,10024,Food and beverages,9,10.3185,216.6885,Standard Class,26/11/2019,Cash,
622-20-1945,Normal,Female,United States,New York City,New York,10024,Health and beauty,1,1.971,41.391,Standard Class,27/11/2019,Cash,8.40
372-94-8041,Normal,Male,United States,Long Beach,California,90805,Health and beauty,6,4.578,96.138,Standard Class,28/11/2019,Ewallet,9.80
563-91-7120,Normal,Female,United States,Hesperia,California,92345,Fashion accessories,5,15.4425,324.2925,Standard Class,29/11/2019,Cash,6.70
746-54-5508,Normal,Male,United States,Hesperia,California,92345,Home and lifestyle,6,6.456,135.576,Standard Class,30/11/2019,Credit card,9.40
276-54-0879,Normal,Male,United States,Murfreesboro,Tennessee,37130,Sports and travel,4,19.548,410.508,Second Class,01/12/2019,Ewallet,6.40
815-11-1168,Member,Male,United States,Philadelphia,Pennsylvania,19143,Food and beverages,5,24.945,523.845,First Class,02/12/2019,Cash,5.40
719-76-3868,Member,Male,United States,Philadelphia,Pennsylvania,19143,Food and beverages,4,18.852,395.892,First Class,03/12/2019,Cash,8.60
730-61-8757,Member,Male,United States,Philadelphia,Pennsylvania,19143,Health and beauty,4,10.226,214.746,First Class,04/12/2019,Credit card,4.00
340-66-0321,Member,Male,United States,Philadelphia,Pennsylvania,19143,Electronic accessories,4,7.272,152.712,First Class,05/12/2019,Cash,7.60
868-81-1752,Normal,Male,United States,Philadelphia,Pennsylvania,19143,Home and lifestyle,9,9.909,208.089,First Class,06/12/2019,Cash,6.80
634-97-8956,Normal,Male,United States,Philadelphia,Pennsylvania,19134,Food and beverages,3,4.935,103.635,Second Class,07/12/2019,Credit card,9.10
566-71-1091,Normal,Male,United States,Philadelphia,Pennsylvania,19134,Fashion accessories,5,19.255,404.355,Second Class,08/12/2019,Cash,5.50
442-48-3607,Member,Male,United States,Philadelphia,Pennsylvania,19134,Food and beverages,2,2.348,49.308,Second Class,09/12/2019,Credit card,7.90
835-16-0096,Member,Male,United States,Los Angeles,California,90045,Sports and travel,5,3.675,77.175,Second Class,10/12/2019,Ewallet,8.50
527-09-6272,Member,Female,United States,Los Angeles,California,90045,Electronic accessories,5,7.1125,149.3625,Second Class,11/12/2019,Credit card,9.10
898-04-2717,Normal,Male,United States,Los Angeles,California,90045,Fashion accessories,9,34.38,721.98,Second Class,12/12/2019,Ewallet,7.50
692-27-8933,Normal,Female,United States,San Francisco,California,94122,Sports and travel,6,17.385,365.085,Standard Class,13/12/2019,Cash,5.20
633-09-3463,Normal,Female,United States,San Francisco,California,94122,Electronic accessories,3,7.1475,150.0975,Standard Class,14/12/2019,Credit card,9.50
374-17-3652,Member,Female,United States,Layton,Utah,84041,Food and beverages,9,19.269,404.649,Second Class,15/12/2019,Credit card,8.90
378-07-7001,Member,Male,United States,Philadelphia,Pennsylvania,19140,Electronic accessories,3,7.2135,151.4835,Second Class,16/12/2019,Credit card,7.80
433-75-6987,Member,Female,United States,Philadelphia,Pennsylvania,19140,Health and beauty,7,19.5895,411.3795,Second Class,17/12/2019,Ewallet,8.90
873-95-4984,Member,Female,United States,Philadelphia,Pennsylvania,19140,Health and beauty,7,26.915,565.215,Second Class,18/12/2019,Cash,
416-13-5917,Normal,Female,United States,Philadelphia,Pennsylvania,19140,Food and beverages,5,24.2575,509.4075,Second Class,19/12/2019,Ewallet,9.30
150-89-8043,Normal,Male,United States,Austin,Texas,78745,Sports and travel,3,6.6975,140.6475,Standard Class,20/12/2019,Cash,6.20
135-84-8019,Normal,Female,United States,San Francisco,California,94122,Fashion accessories,9,35.0685,736.4385,Standard Class,21/12/2019,Ewallet,7.60
441-94-7118,Member,Male,United States,Lowell,Massachusetts,1852,Electronic accessories,1,3.5975,75.5475,Standard Class,22/12/2019,Cash,7.30
725-96-3778,Member,Female,United States,Lowell,Massachusetts,1852,Home and lifestyle,8,35.7,749.7,Standard Class,23/12/2019,Cash,4.70
531-80-1784,Normal,Male,United States,Lowell,Massachusetts,1852,Electronic accessories,7,9.107,191.247,Standard Class,24/12/2019,Cash,5.10
400-45-1220,Normal,Female,United States,New York City,New York,10009,Health and beauty,10,6.75,141.75,First Class,25/12/2019,Credit card,4.80
860-79-0874,Member,Female,United States,New York City,New York,10009,Fashion accessories,10,49.65,1042.65,First Class,26/12/2019,Credit card,6.60
834-61-8124,Normal,Male,United States,New York City,New York,10009,Electronic accessories,7,18.0915,379.9215,First Class,27/12/2019,Cash,5.50
115-99-4379,Member,Female,United States,New York City,New York,10009,Fashion accessories,7,19.1555,402.2655,First Class,28/12/2019,Credit card,8.50
565-67-6697,Member,Male,United States,New York City,New York,10009,Home and lifestyle,9,12.15,255.15,First Class,29/12/2019,Cash,4.80
320-49-6392,Normal,Female,United States,New York City,New York,10035,Electronic accessories,1,1.512,31.752,Standard Class,30/12/2019,Cash,8.40
889-04-9723,Member,Female,United States,New York City,New York,10035,Food and beverages,4,17.828,374.388,Standard Class,31/12/2019,Credit card,7.80
632-90-0281,Normal,Female,United States,New York City,New York,10035,Fashion accessories,10,18.775,394.275,Standard Class,01/01/2020,Credit card,9.30
554-42-2417,Normal,Female,United States,New York City,New York,10035,Sports and travel,10,47.72,1002.12,Standard Class,02/01/2020,Cash,5.20
453-63-6187,Normal,Female,United States,Charlotte,North Carolina,28205,Electronic accessories,3,4.125,86.625,Standard Class,03/01/2020,Ewallet,6.50
578-80-7669,Normal,Female,United States,Columbus,Georgia,31907,Sports and travel,1,3.7485,78.7185,First Class,04/01/2020,Cash,5.60
612-36-5536,Member,Female,United States,Columbus,Georgia,31907,Food and beverages,8,32.384,680.064,First Class,05/01/2020,Credit card,7.40
605-72-4132,Normal,Female,United States,New York City,New York,10009,Food and beverages,8,37.788,793.548,Standard Class,06/01/2020,Cash,9.10
471-41-2823,Normal,Female,United States,New York City,New York,10009,Food and beverages,2,9.979,209.559,Standard Class,07/01/2020,Ewallet,8.00
462-67-9126,Normal,Female,United States,New York City,New York,10009,Home and lifestyle,6,21.966,461.286,Standard Class,08/01/2020,Cash,7.20
272-27-9238,Normal,Female,United States,New York City,New York,10009,Food and beverages,4,8.248,173.208,Standard Class,09/01/2020,Cash,
834-25-9262,Normal,Female,United States,San Francisco,California,94109,Fashion accessories,4,16.336,343.056,Standard Class,10/01/2020,Cash,9.10
122-61-9553,Normal,Female,United States,Manchester,Connecticut,6040,Electronic accessories,9,23.094,484.974,Same Day,11/01/2020,Cash,5.60
468-88-0009,Member,Female,United States,Manchester,Connecticut,6040,Home and lifestyle,4,13.188,276.948,Same Day,12/01/2020,Cash,6.00
613-59-9758,Normal,Female,United States,Manchester,Connecticut,6040,Sports and travel,10,7.18,150.78,Same Day,13/01/2020,Cash,5.40
254-31-0042,Member,Female,United States,Manchester,Connecticut,6040,Electronic accessories,9,9.675,203.175,Same Day,14/01/2020,Credit card,7.80
201-86-2184,Member,Female,United States,Harlingen,Texas,78550,Electronic accessories,7,9.191,193.011,Standard Class,15/01/2020,Cash,9.90
261-12-8671,Normal,Female,United States,Harlingen,Texas,78550,Fashion accessories,2,6.096,128.016,Standard Class,16/01/2020,Credit card,4.90
730-70-9830,Normal,Female,United States,Tucson,Arizona,85705,Home and lifestyle,6,21.033,441.693,Standard Class,17/01/2020,Ewallet,5.20
382-25-8917,Normal,Female,United States,Tucson,Arizona,85705,Fashion accessories,6,12.624,265.104,Standard Class,18/01/2020,Cash,8.90
422-29-8786,Normal,Female,United States,Tucson,Arizona,85705,Home and lifestyle,5,16.7725,352.2225,Standard Class,19/01/2020,Credit card,9.10
667-23-5919,Member,Female,United States,Tucson,Arizona,85705,Fashion accessories,5,24.175,507.675,Standard Class,20/01/2020,Ewallet,7.00
843-01-4703,Member,Female,United States,Quincy,Illinois,62301,Home and lifestyle,9,15.921,334.341,First Class,21/01/2020,Credit card,9.60
743-88-1662,Normal,Female,United States,Franklin,Massachusetts,2038,Sports and travel,7,33.4215,701.8515,Standard Class,22/01/2020,Ewallet,8.70
595-86-2894,Member,Female,United States,Houston,Texas,77095,Fashion accessories,4,19.396,407.316,Standard Class,23/01/2020,Ewallet,9.40
182-69-8360,Normal,Female,United States,Houston,Texas,77095,Electronic accessories,4,4.73,99.33,Standard Class,24/01/2020,Credit card,4.00
289-15-7034,Member,Female,United States,Houston,Texas,77095,Sports and travel,4,16.466,345.786,Standard Class,25/01/2020,Credit card,7.50
462-78-5240,Normal,Female,United States,San Francisco,California,94109,Electronic accessories,2,2.661,55.881,First Class,26/01/2020,Cash,4.20
868-52-7573,Normal,Female,United States,San Francisco,California,94109,Food and beverages,5,24.9225,523.3725,First Class,27/01/2020,Cash,9.90
153-58-4872,Member,Female,United States,Taylor,Michigan,48180,Food and beverages,4,14.978,314.538,Second Class,28/01/2020,Ewallet,4.20
662-72-2873,Normal,Female,United States,Pembroke Pines,Florida,33024,Food and beverages,5,10.235,214.935,Standard Class,29/01/2020,Ewallet,9.90
525-88-7307,Member,Female,United States,Pembroke Pines,Florida,33024,Sports and travel,1,3.791,79.611,Standard Class,30/01/2020,Cash,5.80
689-16-9784,Normal,Female,United States,Philadelphia,Pennsylvania,19140,Food and beverages,6,14.031,294.651,Standard Class,31/01/2020,Cash,
725-56-0833,Normal,Female,United States,Philadelphia,Pennsylvania,19140,Health and beauty,10,16.16,339.36,Standard Class,01/02/2020,Credit card,10.00
394-41-0748,Member,Female,United States,Cincinnati,Ohio,45231,Fashion accessories,9,24.3315,510.9615,First Class,02/02/2020,Ewallet,9.50
596-42-3999,Normal,Female,United States,New York City,New York,10009,Food and beverages,7,6.377,133.917,Standard Class,03/02/2020,Credit card,6.60
541-89-9860,Member,Female,United States,New York City,New York,10009,Fashion accessories,3,12.072,253.512,Standard Class,04/02/2020,Cash,8.10
173-82-9529,Normal,Female,United States,Des Moines,Washington,98198,Fashion accessories,10,18.975,398.475,Second Class,05/02/2020,Cash,9.70
563-36-9814,Member,Female,United States,Des Moines,Washington,98198,Electronic accessories,1,3.841,80.661,Second Class,06/02/2020,Ewallet,7.20
308-47-4913,Member,Female,United States,Peoria,Illinois,61604,Sports and travel,10,26.13,548.73,Second Class,07/02/2020,Credit card,6.20
885-17-6250,Normal,Female,United States,Las Vegas,Nevada,89115,Health and beauty,1,3.987,83.727,Standard Class,08/02/2020,Ewallet,7.30
726-27-2396,Normal,Female,United States,Warwick,Rhode Island,2886,Health and beauty,5,19.375,406.875,Second Class,09/02/2020,Ewallet,4.30
316-01-3952,Normal,Female,United States,Warwick,Rhode Island,2886,Food and beverages,5,13.5675,284.9175,Second Class,10/02/2020,Ewallet,4.60
760-54-1821,Normal,Female,United States,Jackson,Michigan,49201,Home and lifestyle,9,6.1155,128.4255,Standard Class,11/02/2020,Cash,5.80
793-10-3222,Member,Female,United States,Houston,Texas,77036,Health and beauty,6,12.318,258.678,Second Class,12/02/2020,Credit card,8.30
346-12-3257,Member,Female,United States,Houston,Texas,77036,Electronic accessories,9,8.658,181.818,Second Class,13/02/2020,Cash,8.00
110-05-6330,Normal,Female,United States,Houston,Texas,77036,Food and beverages,6,11.829,248.409,Second Class,14/02/2020,Cash,9.40
651-61-0874,Normal,Female,United States,Houston,Texas,77036,Home and lifestyle,4,9.244,194.124,Second Class,15/02/2020,Cash,6.20
236-86-3015,Member,Female,United States,Miami,Florida,33180,Home and lifestyle,1,0.699,14.679,First Class,16/02/2020,Ewallet,9.80
831-64-0259,Normal,Female,United States,Wilmington,North Carolina,28403,Fashion accessories,5,9.9375,208.6875,Standard Class,17/02/2020,Ewallet,9.60
587-03-7455,Member,Female,United States,New York City,New York,10024,Fashion accessories,7,34.2265,718.7565,Standard Class,18/02/2020,Ewallet,4.90
882-40-4577,Member,Female,United States,San Francisco,California,94110,Sports and travel,4,13.452,282.492,Standard Class,19/02/2020,Credit card,8.00
